marketId,outcome,finalBtcPrice,strikePrice,priceDiff,priceDiffPct,yesShares,noShares,yesCost,noCost,totalCost,yesPayout,noPayout,totalPayout,pnl,roi
0xe28561758d0ad8,UP,87124.10,86975.88,148.22,0.1704%,80,0,40.3000,0.0000,40.3000,80.0000,0.0000,80.0000,39.7000,98.51%
0x9809e701693dd5,UP,87966.96,87894.53,72.43,0.0824%,100,20,46.5000,5.7000,52.2000,100.0000,0.0000,100.0000,47.8000,91.57%
0xce99c55001b7e6,DOWN,87742.60,87904.61,-162.01,-0.1843%,100,0,38.5000,0.0000,38.5000,0.0000,0.0000,0.0000,-38.5000,-100.00%
0xe25fcb9429a0d7,UP,88102.78,87873.28,229.50,0.2612%,30,0,17.3000,0.0000,17.3000,30.0000,0.0000,30.0000,12.7000,73.41%
0xb443efeccfa661,UP,88028.23,87891.59,136.64,0.1555%,50,0,31.6000,0.0000,31.6000,50.0000,0.0000,50.0000,18.4000,58.23%
0xe78ea35d46d7e3,DOWN,87955.83,88138.86,-183.03,-0.2077%,60,0,22.7000,0.0000,22.7000,0.0000,0.0000,0.0000,-22.7000,-100.00%
0x68c606ce1c5835,UP,88267.09,88015.18,251.91,0.2862%,20,0,12.6000,0.0000,12.6000,20.0000,0.0000,20.0000,7.4000,58.73%
0xc52b80a33da1ac,UP,88203.02,88141.87,61.15,0.0694%,70,0,28.7000,0.0000,28.7000,70.0000,0.0000,70.0000,41.3000,143.90%
0x4b44c831a86ae0,DOWN,87855.92,87992.12,-136.20,-0.1548%,50,20,19.0000,9.4000,28.4000,0.0000,20.0000,20.0000,-8.4000,-29.58%
0xe208ce0764d6ed,DOWN,87951.87,87996.00,-44.13,-0.0501%,40,0,5.6000,0.0000,5.6000,0.0000,0.0000,0.0000,-5.6000,-100.00%
0x0a0d3e24c4def9,DOWN,87018.92,87285.00,-266.08,-0.3048%,40,0,5.6000,0.0000,5.6000,0.0000,0.0000,0.0000,-5.6000,-100.00%
0x7ee05aad886029,UP,87297.48,87103.05,194.43,0.2232%,10,0,6.4000,0.0000,6.4000,10.0000,0.0000,10.0000,3.6000,56.25%
0xc76bfee37ca7d2,UP,87979.19,87592.12,387.07,0.4419%,40,0,22.4000,0.0000,22.4000,40.0000,0.0000,40.0000,17.6000,78.57%
